ID,account_type,gender,age,region_code,cc_cons_apr,dc_cons_apr,cc_cons_may,dc_cons_may,cc_cons_jun,dc_cons_jun,cc_count_apr,cc_count_may,cc_count_jun,dc_count_apr,dc_count_may,dc_count_jun,card_lim,personal_loan_active,vehicle_loan_active,personal_loan_closed,vehicle_loan_closed,investment_1,investment_2,investment_3,investment_4,debit_amount_apr,credit_amount_apr,debit_count_apr,credit_count_apr,max_credit_amount_apr,debit_amount_may,credit_amount_may,credit_count_may,debit_count_may,max_credit_amount_may,debit_amount_jun,credit_amount_jun,credit_count_jun,debit_count_jun,max_credit_amount_jun,loan_enq,emi_active,cc_cons
6147,current,F,28,385,4375.13,1035.0,14183.42,12489.0,10521.5,5124.0,24.0,27.0,79.0,8.0,1.0,6.0,199999.0,1.0,1.0,1.0,1.0,28482.5,152664.0,1630.0,10770.0,61196.87,46606.0,32.0,3.0,32717.0,8910.0,135737.0,2.0,12.0,19669.0,39971.35,461.79,3.0,83.0,10040.39,Y,288.38,10069.0
1585,current,M,29,860,15465.26,2854.21,291.5,3400.0,17374.765,7945.2,16.0,19.0,7.0,82.0,55.0,77.0,410000.0,1.0,1.0,1.0,1.0,4614669.9010000015,134890.0,16114.0,20513.0,28217.0,116884.0,12.0,13.0,69973.0,12844.5,96092.0,4.0,7.0,14898.58,58501.21,11867.0,43.0,68.0,388145.0,Y,1945.12,222566.0
19346,current,F,28,863,23354.88,7177.5,3750.43,2277.0,11712.0,14268.0,2.0,77.0,2.0,24.0,31.0,1.0,403000.0,1.0,1.0,1.0,1.0,22086.05,38173.0,14904.0,0.0,110396.5,8039.0,7.0,1.0,17175.0,21397.26,177596.0,6.0,14.0,47709.0,40627.38,466079.25,94.0,25.0,20040.0,Y,21718.02,14694.0
7262,current,M,66,700,23517.0,10675.26,6612.45,1897.0,4801.0,3800.79,43.0,31.0,5.0,1.0,25.0,34.0,461000.0,1.0,1.0,1.0,1.0,3247.5,610000.0,3570.0,5464.0,11828.0,23582.0,1.0,6.0,1430.0,23084.0,406833.05,6.0,105.0,2555.95,29073.75,26238.0,5.0,68.0,65571.5,Y,3593.73,3045.0
1202,saving,M,55,928,21434.0,12764.0,1245.76,188.0,4648.3,21927.62,6.0,77.0,82.0,25.0,3.0,47.0,327000.0,1.0,1.0,1.0,1.0,1895.04,30453.0,583.0,2921.0,70927.84,35252.21,29.0,31.0,167077.0,66113.3,175193.0,4.0,50.0,45065.0,85276.0,44530.0,19.0,10.0,30352.0,Y,1893.46,279.0
7791,current,M,60,685,41998.07,3872.0,4447.65,368.0,22165.0,6767.2,5.0,27.0,46.0,3.0,15.0,5.0,427000.0,1.0,1.0,1.0,1.0,19087.6,1475000.0,8417.0,1992.0,89682.36,38030.0,10.0,1.0,69308.0,33053.13,12874.0,50.0,12.0,2951.0,12439.39,11299.0,16.0,26.0,48649.0,Y,452.76,14040.0
5438,current,M,40,685,14644.43,15571.55,4404.27,1032.26,10298.0,2203.0,26.0,11.0,67.0,47.0,5.0,36.0,371000.0,1.0,1.0,1.0,1.0,3950.0,9866.01,610000.0,-6885.0,32448.27,77527.0,7.0,7.0,33838.0,36015.75,148243.0,11.0,6.0,30325.51,100081.57,202601.38,47.0,25.0,241771.0,Y,7734.92,5108.0
18797,current,M,29,883,6249.52,2031.0,9147.97,6052.75,9809.545,22068.77,101.0,18.0,85.0,2.0,21.0,98.0,124000.0,1.0,1.0,1.0,1.0,67833.35,1475000.0,6100.0,20513.0,48276.36,18995.0,16.0,3.0,51024.0,28130.0,10168.0,4.0,20.0,129509.0,36622.4,81066.0,12.0,24.0,5309.0,Y,7958.53,19705.0
8661,current,M,63,503,18724.5,177.0,6529.53,3524.57,1685.0,21126.0,17.0,85.0,2.0,57.0,18.0,42.0,75000.0,1.0,1.0,1.0,1.0,39851.93,190887.4,5905.0,12415.0,52190.05,198914.0,103.0,2.0,52831.0,18571.98,39030.0,0.0,42.0,31658.0,58012.62,29443.0,2.0,49.0,15938.0,Y,12397.88,24455.0
17362,current,M,30,700,6712.78,6942.0,10403.8,1670.25,14758.87,1486.0,7.0,14.0,5.0,5.0,1.0,5.0,298000.0,1.0,1.0,1.0,1.0,24832.0,39833.19,11580.0,0.0,9174.88,40237.0,16.0,2.0,20916.0,46533.3,382738.0,7.0,171.0,56643.0,44428.74,12273.75,4.0,6.0,62247.0,Y,11084.29,10846.0
10693,current,M,56,606,38460.93,1067.0,24747.18,2879.58,1229.0,2922.23,1.0,2.0,4.0,6.0,9.0,11.0,565000.0,1.0,1.0,1.0,1.0,173732.5,68663.61,583.0,-4679.0,25999.25,17350.0,91.0,1.0,45114.9,50294.48,137144.72,2.0,11.0,396556.0,34280.06,73905.0,21.0,50.0,13360.0,Y,10988.24,17352.0
3905,current,M,32,447,1703.09,14604.69,2451.97,11619.8,5488.805,5610.0,12.0,5.0,35.0,7.0,2.0,70.0,466000.0,1.0,1.0,1.0,1.0,566914.0,470000.0,230000.0,1411.0,20603.18,23582.0,17.0,13.0,13822.0,27725.25,15231.0,3.0,2.0,25583.0,53790.25,204518.16,14.0,79.0,15178.0,Y,12123.58,2774.0
3334,current,M,62,314,8594.225,16379.52,35300.38,2841.0,1223.94,820.3,14.0,18.0,89.0,3.0,2.0,26.0,70000.0,1.0,1.0,1.0,1.0,76.0,77000.0,583.0,2921.0,422862.95,69227.91,11.0,0.0,13943.0,22105.78,12294.0,20.0,108.0,18548.0,32653.62,951555.0,3.0,79.0,41945.0,Y,8445.94,9086.0
17536,current,M,34,950,26025.37,1058.28,1131.95,824.67,1430.0,11800.26,7.0,99.0,3.0,10.0,6.0,17.0,289000.0,1.0,1.0,1.0,1.0,1500.0,165970.9,24619.0,12163.0,33133.51,37344.0,16.0,26.0,33916.0,116899.24,808.0,24.0,82.0,140000.0,7877.33,10184.0,4.0,106.0,29792.0,Y,17350.88,13533.0
7552,current,M,46,911,732.93,3332.48,3723.7,1624.0,8534.0,4450.5,8.0,36.0,6.0,18.0,2.0,1.0,525000.0,1.0,1.0,1.0,1.0,102494.2,470000.0,68000.0,20513.0,66633.78,23240.0,55.0,3.0,17150.0,20204.0,84431.0,1.0,16.0,11648.0,131557.52,379.0,6.0,11.0,5555.0,Y,38442.24,141413.0
18876,current,M,47,424,12170.54,1515.0,2061.33,1590.0,10913.0,949.0,19.0,26.0,30.0,21.0,18.0,5.0,408000.0,1.0,1.0,1.0,1.0,165907.57,105000.0,24619.0,6441.0,11109.25,517343.79,77.0,5.0,16177.0,78764.42,20631.0,2.0,59.0,249900.0,48211.67,23719.0,6.0,103.0,126467.0,Y,7637.51,2806.0
8129,saving,M,49,508,5768.0,23030.56,2385.84,2189.0,6726.0,156.0,6.0,128.0,32.0,42.0,25.0,13.0,136000.0,1.0,1.0,1.0,1.0,138129.4,12929.0,54101.0,1332.0,28796.0,144266.5,10.0,14.0,12252.0,43750.54,47245.0,6.0,21.0,243528.0,20597.5,3876.0,43.0,50.0,26153.06,Y,1694.71,80.0
6042,current,M,33,653,29762.0,7947.0,56468.02,3755.0,7735.74,7183.0,53.0,46.0,117.0,50.0,9.0,34.0,581000.0,1.0,1.0,1.0,1.0,7455797.87,93.35,2214.0,-6281.3798799999995,908833.0,146093.0,10.0,15.0,24704.0,2320.0,188474.71,30.0,67.0,24150.0,335734.75,97411.7,7.0,38.0,46846.0,Y,2161.21,13135.0
10499,current,F,118,525,2448.575,6619.0,1416.5,3228.0,3194.2,6508.58,6.0,29.0,11.0,30.0,5.0,79.0,296000.0,1.0,1.0,1.0,1.0,250631.8,13299.0,300500.0,1444.0,35623.77,77501.38,4.0,4.0,23739.0,39857.78,30404.0,43.0,20.0,5675.0,10588.37,54491.0,22.0,0.0,118159.0,Y,1237.82,20360.0
11677,current,M,29,945,18051.34,42350.9,1601.16,5368.44,7495.0,6738.0,1.0,29.0,3.0,2.0,4.0,98.0,44000.0,1.0,1.0,1.0,1.0,12315.0,992890.32,4812.0,7478.0,44134.77,122621.0,18.0,4.0,64875.0,20221.5,34365.0,1.0,63.0,2777.0,83525.75,17442.0,4.0,12.0,700.0,Y,6003.5,17076.0
3259,current,F,31,796,9310.0,1370.0,35356.0,1535.5,15673.5,243.0,5.0,84.0,20.0,18.0,1.0,79.0,564000.0,1.0,1.0,1.0,1.0,4039029.9,25404.0,50000.0,173.0,228573.2,173349.0,10.0,3.0,39834.0,78498.01,44669.0,3.0,14.0,49365.0,17529.0,65682.0,21.0,103.0,86256.0,Y,8528.42,98963.0
1584,saving,M,32,505,8211.35,11309.79,25430.85,1810.02,11077.0,2326.0,531.0,3.0,2.0,52.0,3.0,11.0,17000.0,1.0,1.0,1.0,1.0,690.0,107639.28,43798.0,24326.0,112830.01,115211.91,91.0,43.0,18357.0,34077.48,4173.0,1.0,23.0,2070113.0,50076.03,8623.0,40.0,13.0,26721.0,Y,4430.1,165997.0
2909,current,F,69,249,10643.0,1985.02,8385.5,4550.86,16406.0,1715.23,2.0,84.0,30.0,8.0,2.0,1.0,371000.0,1.0,1.0,1.0,1.0,173732.5,895000.0,1526.0,20513.0,29120.22,44375.0,10.0,1.0,28008.0,24103.38,34155.0,2.0,11.0,27624.0,100158.5,25379.0,9.0,83.0,24909.0,Y,492.11,6730.0
1638,current,M,66,445,419.0,3892.0,4329.42,11070.0,1313.4,5258.0,4.0,34.0,49.0,4.0,1.0,44.0,75000.0,1.0,1.0,1.0,1.0,3618670.8,560000.0,300000.0,0.0,12968.94,35129.77,42.0,4.0,134246.0,55435.03,52927.0,1.0,7.0,36421.0,46555.21,43988.0,21.0,103.0,36280.0,Y,9953.25,14559.0
3079,saving,M,33,866,15670.995,5378.0,18833.95,4118.0,2883.925,542.14,12.0,83.0,89.0,57.0,1.0,34.0,402000.0,1.0,1.0,1.0,1.0,153410.0,25172.0,38599.0,1444.0,172700.03,86589.0,55.0,36.0,30539.0,97334.41,137772.0,2.0,8.0,44838.0,63806.93,23579.25,12.0,12.0,45639.0,Y,4536.83,7279.0
19990,current,M,66,801,5104.69,19038.16,14352.0,7230.4,4351.52,2361.11,10.0,3.0,87.0,1.0,4.0,1.0,59000.0,1.0,1.0,1.0,1.0,3299447.1360000004,41.26,50000.0,12415.0,13915.5,38251.0,40.0,2.0,36349.29,16997.25,14396.0,0.0,8.0,10333.0,40775.6,47658.53,19.0,107.0,16966.0,Y,1998.63,7771.0
582,current,M,33,268,3914.16,19656.0,4199.31,8741.3,17865.0,1967.0,60.0,66.0,84.0,24.0,12.0,1.0,75000.0,1.0,1.0,1.0,1.0,4400.0,69370.0,8764.0,-4679.0,27966.61,35397.5,16.0,26.0,51101.22,421718.75,45551.0,35.0,8.0,19247.0,68267.56,85643.0,11.0,32.0,28979.0,Y,7013.96,4161.0
11396,current,M,32,385,2452.0,1221.0,14390.47,34158.95,16830.735,7223.4,19.0,34.0,67.0,15.0,1.0,58.0,199999.0,1.0,1.0,1.0,1.0,10008.0,120000.0,51520.0,2921.0,269277.63,109723.0,40.0,2.0,29694.0,130651.54,67585.0,1.0,38.0,25336.0,275923.71,31028.36,5.0,79.0,20007.0,Y,20118.7,14310.0
15030,current,M,28,249,11249.075,22835.65,1936.55,6662.0,960.1,1263.0,60.0,22.0,16.0,10.0,7.0,77.0,35800.0,1.0,1.0,1.0,1.0,10008.0,132324.01,90525.0,-6281.3798799999995,21186.0,127943.28,12.0,5.0,22215.0,38258.13,19718.0,9.0,20.0,25057.0,40584.7,70078.79,1.0,61.0,182529.0,Y,2884.16,28694.0
16342,saving,M,32,485,7970.44,3323.0,14398.0,1403.0,2615.75,3264.0,43.0,6.0,135.0,5.0,18.0,1.0,267000.0,1.0,1.0,1.0,1.0,13732.93,267421.4,30000.0,5340.0,46083.65,52492.0,46.0,2.0,67144.0,10139.25,173189.0,4.0,171.0,25746.31,45934.0,66458.83,12.0,80.0,11995.0,Y,2605.91,205661.0
11264,saving,F,38,653,22112.95,4621.0,660.0,4051.0,16028.0,3457.55,531.0,10.0,1.0,60.0,55.0,3.0,390000.0,1.0,1.0,1.0,1.0,270.0,10947.0,73217.0,12415.0,27536.62,31195.0,23.0,33.0,229819.0,42827.99,30888.0,4.0,11.0,38900.0,48408.89,45732.0,4.0,103.0,15141.0,Y,334.74,320483.0
7103,current,F,47,354,14501.03,1637.0,28074.34,1341.0,5282.0,11432.0,124.0,32.0,20.0,11.0,2.0,3.0,326000.0,1.0,1.0,1.0,1.0,386666.75,5350.0,4198.0,5464.0,147824.2,52872.0,11.0,14.0,68695.0,19717.65,55638.04,10.0,23.0,54761.13,23512.0,77188.29,53.0,0.0,48440.0,Y,19971.71,621.0
5600,current,M,34,534,6471.25,1897.0,7697.48,5647.0,7452.0,1439.0,19.0,3.0,7.0,4.0,9.0,98.0,581000.0,1.0,1.0,1.0,1.0,13849.4,143000.0,11580.0,8723.0,65347.01,69605.5,11.0,7.0,31385.0,36773.63,10407.0,4.0,82.0,31945.0,17326.28,88499.0,11.0,0.0,24082.0,Y,23807.13,3076.0
8871,saving,M,47,762,9078.34,232.6,37625.5,4426.95,1715.0,29798.0,4.0,26.0,4.0,25.0,9.0,62.0,358000.0,1.0,1.0,1.0,1.0,6014.12,191000.0,100000.0,5439.0,59157.19,48273.0,2.0,36.0,48600.0,20694.0,48339.26,6.0,82.0,96.91,35616.18,115293.75,4.0,1.0,12647.0,Y,4651.09,19221.0
16898,current,M,34,911,2378.28,3099.0,989.93,23903.5,11502.6,11737.0,7.0,4.0,4.0,8.0,2.0,9.0,379000.0,1.0,1.0,1.0,1.0,8209320.0,202560.0,27809.0,1500.0,23972.74,245240.91,11.0,0.0,95200.0,58903.25,377772.36,9.0,20.0,17852.0,45875.25,68277.0,3.0,104.0,65428.0,Y,2285.92,4943.0
14003,saving,M,33,923,23517.0,4892.0,1192.04,3838.0,1766.095,4514.0,10.0,10.0,7.0,2.0,2.0,54.0,453000.0,1.0,1.0,1.0,1.0,32805.0,232235.65,27809.0,1992.0,63856.65,64193.0,42.0,7.0,46598.0,312874.02,24730.0,7.0,20.0,185332.0,96493.15,79268.0,6.0,120.0,72429.0,Y,58.68,17595.0
2403,current,F,28,766,32785.94,19656.0,28298.0,4574.0,28437.15,127.0,24.0,85.0,13.0,35.0,4.0,26.0,198000.0,1.0,1.0,1.0,1.0,568.8,278360.16,15477.0,9415.0,179819.25,83479.0,22.0,7.0,31397.0,45928.0,56112.38,2.0,36.0,30629.0,49696.22,150853.0,14.0,58.0,38495.4,Y,4768.81,12317.0
12375,current,M,38,683,13592.95,59694.0,4663.76,7761.93,4918.0,2875.0,60.0,47.0,84.0,1.0,3.0,47.0,400000.0,1.0,1.0,1.0,1.0,800.8,130000.0,925.0,-5998.43994,66426.29,50205.0,41.0,3.0,30116.0,50118.0,19829.0,50.0,8.0,27220.0,58725.14,15155.0,3.0,8.0,23738.12,Y,1923.52,14956.0
12821,current,M,27,818,45218.54,10292.0,53798.97,4642.0,3872.0,1255.52,15.0,1.0,5.0,1.0,62.0,30.0,402000.0,1.0,1.0,1.0,1.0,21220.0,82907.34,492.0,-5715.4902299999985,47598.69,75540.91,90.0,3.0,99.43,42080.01,41440.0,4.0,8.0,25898.0,1077.0,93344.01,5.0,113.0,39647.0,Y,261.01,178734.0
3192,current,M,35,254,7506.0,883.8,13595.78,5995.68,2628.125,3426.0,92.0,99.0,10.0,1.0,1.0,47.0,34000.0,1.0,1.0,1.0,1.0,15079.5,97523.61,105000.0,2921.0,200844.23,109188.0,62.0,1.0,33879.0,114464.62,24404.0,1.0,81.0,76920.0,70628.44,58842.58,3.0,3.0,30430.0,Y,8980.45,13638.0
17782,current,M,40,723,4666.01,1113.0,2481.0,2272.0,28524.66,1544.0,92.0,3.0,64.0,57.0,31.0,26.0,481000.0,1.0,1.0,1.0,1.0,684495.7,24703.0,248000.0,20513.0,48545.74,63040.0,10.0,26.0,2928.0,15818.0,16170.0,4.0,2.0,31930.0,77147.13,155257.0,21.0,80.0,25245.0,Y,11685.9,15239.0
1336,current,M,37,710,2085.8,6220.29,12760.19,11209.0,26831.09,1289.48,44.0,1.0,67.0,1.0,2.0,31.0,98000.0,1.0,1.0,1.0,1.0,360978.37,90829.65,925.0,-6885.0,20799.48,24159.0,90.0,4.0,40544.0,56738.89,34483.0,6.0,25.0,16492.0,26757.3,198653.0,47.0,104.0,87473.0,Y,5251.76,8797.0
7533,current,M,37,748,8926.5,3677.75,2076.59,9049.0,15383.135,1485.0,7.0,6.0,9.0,47.0,36.0,47.0,579000.0,1.0,1.0,1.0,1.0,70310.6,157000.0,54101.0,20790.0,68979.83,16565.0,38.0,14.0,13907.0,15289.0,62372.0,8.0,20.0,26765.0,30527.88,85194.0,12.0,103.0,45686.0,Y,403.81,13363.0
9282,saving,M,53,385,140059.47,7467.0,2386.87,989.44,86965.225,901.0,63.0,71.0,9.0,7.0,1.0,42.0,127500.0,1.0,1.0,1.0,1.0,115.45,64215.6,8929.0,5773.0,72164.0,62388.0,6.0,2.0,8560.33,20635.0,150124.36,2.0,171.0,348255.0,11180.0,66846.42,2.0,120.0,32616.0,Y,3784.02,18383.0
17485,current,M,53,748,22319.75,761.24,1216.86,2272.0,4231.385,12824.0,1.0,5.0,13.0,25.0,18.0,11.0,26000.0,1.0,1.0,1.0,1.0,86865.0,30000.0,16114.0,2921.0,54584.94,15926.97,4.0,4.0,115012.0,19453.42,238.58,1.0,69.0,63585.0,119096.0,33790.12,8.0,49.0,20969.0,Y,5476.02,508.0
13471,current,M,53,710,6241.51,4681.5,31128.73,1689.28,6518.085,831.88,10.0,26.0,61.0,57.0,23.0,81.0,533000.0,1.0,1.0,1.0,1.0,11878.6,110135.86,73217.0,-4679.0,204022.0,88532.0,20.0,2.0,20417.0,34563.46,102522.0,9.0,108.0,27159.0,4777.62,257926.79,6.0,57.0,140759.0,Y,8004.35,322012.0
16144,current,M,49,330,5232.5,7082.0,1689.5,6038.72,5532.815,4468.2,8.0,25.0,6.0,20.0,4.0,47.0,302000.0,1.0,1.0,1.0,1.0,47.35,76157.6,800.0,5350.0,345.75,5033.0,2.0,3.0,28480.0,150728.82,18993.0,4.0,20.0,144270.0,135966.72,59813.05,2.0,14.0,48763.0,Y,43.07,337631.0
12968,current,M,55,445,6484.98,892.0,13170.0,14949.16,951.0,3052.0,5.0,5.0,110.0,1.0,55.0,18.0,381000.0,1.0,1.0,1.0,1.0,105453.65,10701.0,30011.0,-5439.0,104081.25,5217.91,103.0,18.0,14270.0,12079.68,7064.0,2.0,7.0,85989.0,191223.41,77413.98,3.0,18.0,11884.0,Y,1662.97,8571.0
13835,current,M,44,448,3327.0,4464.44,5794.78,2876.04,292.4,4536.0,17.0,22.0,3.0,18.0,55.0,70.0,67000.0,1.0,1.0,1.0,1.0,73010.0,157000.0,539.0,-3506.17993,54396.5,77959.0,1.0,31.0,22309.0,136301.61,93694.0,6.0,171.0,28127.16,65079.72,44777.0,12.0,58.0,551.0,Y,3206.16,391355.0
6174,current,F,60,244,97692.57,76.0,1994.14,5647.0,8140.0,9092.0,14.0,6.0,49.0,52.0,7.0,56.0,410000.0,1.0,1.0,1.0,1.0,61186.36,674291.83,908.0,1931.0,85087.0,75875.0,3.0,1.0,35549.0,112977.19,28465.0,4.0,81.0,63388.0,221292.35,40633.0,47.0,73.0,29657.0,Y,18029.33,313106.0
12686,current,M,62,725,19219.42,1889.0,2900.5,2701.06,9736.11,9654.0,5.0,22.0,64.0,2.0,6.0,13.0,595000.0,1.0,1.0,1.0,1.0,154363.25,278360.16,3570.0,3897.0,663.25,13820.0,11.0,1.0,94567.0,222.41,23037.0,4.0,1.0,50087.0,28584.0,20276.0,1.0,38.0,37258.0,Y,9555.63,136251.0
583,current,F,53,366,3615.12,2695.0,5190.5,12486.47,8802.0,87.0,56.0,18.0,13.0,2.0,18.0,80.0,406000.0,1.0,1.0,1.0,1.0,45463.0,6.0,15756.0,2351.0,17584.92,159724.0,18.0,36.0,12713.0,2323.0,26305.79,1.0,11.0,142276.0,56545.89,95053.0,4.0,11.0,142097.0,Y,468.69,38.0
13458,current,M,47,516,9867.21,1946.45,9634.0,3167.97,18706.205,6308.88,12.0,2.0,7.0,20.0,2.0,4.0,272000.0,1.0,1.0,1.0,1.0,4900.4,25000.0,14904.0,2351.0,41680.88,31408.0,0.0,36.0,23937.0,85126.27,10518.0,9.0,81.0,15769.0,36260.01,11299.0,9.0,6.0,31900.0,Y,50883.43,326187.0
8875,current,M,44,538,19153.0,10966.59,8438.29,29664.0,18777.98,214.0,14.0,99.0,9.0,25.0,2.0,8.0,373000.0,1.0,1.0,1.0,1.0,384550.05,142608.5,12016.0,0.0,45257.76,95390.0,91.0,7.0,69836.0,21146.0,36315.0,1.0,171.0,13210.0,44284.63,100641.75,4.0,8.0,100113.0,Y,57243.38,18593.0
13417,current,M,66,758,7504.0,1708.0,7126.76,7399.2,2999.075,167311.0,15.0,36.0,87.0,48.0,7.0,12.0,350000.0,1.0,1.0,1.0,1.0,811000.0,784499.0,768.0,977.0,90238.0,14244.0,68.0,0.0,148401.0,114286.21,55750.0,2.0,8.0,21600.0,89182.06,143165.0,4.0,0.0,30028.0,Y,830.71,6018.0
15679,current,M,53,864,2500.4,1068.64,15316.7,539.44,11145.0,9468.0,60.0,2.0,52.0,22.0,25.0,47.0,267000.0,1.0,1.0,1.0,1.0,115.45,470000.0,300500.0,553.0,24459.25,48079.0,4.0,4.0,39859.0,29946.0,224.43,11.0,24.0,126843.0,9557.0,46753.0,18.0,11.0,27875.0,Y,5755.95,17230.0
